"Column Name","Label"
"DP05_0038PEA","Annotation of Percent!!RACE!!Total population!!One race!!Black or African American"
"DP05_0038PM","Percent Margin of Error!!RACE!!Total population!!One race!!Black or African American"
"DP05_0038PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Black or African American"
"DP05_0039PE","Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native"
"DP05_0039PEA","Annotation of Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native"
"DP05_0039PM","Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native"
"DP05_0039PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native"
"DP05_0040PE","Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping"
"DP05_0040PM","Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping"
"DP05_0040PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping"
"DP05_0040PEA","Annotation of Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping"
"DP05_0041PE","Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping"
"DP05_0041PEA","Annotation of Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping"
"DP05_0041PM","Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping"
"DP05_0041PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping"
"DP05_0042PE","Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping"
"DP05_0042PM","Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping"
"DP05_0042PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping"
"DP05_0042PEA","Annotation of Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping"
"DP05_0043PE","Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping"
"DP05_0043PEA","Annotation of Percent!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping"
"DP05_0043PM","Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping"
"DP05_0043PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping"
"DP05_0044PE","Percent!!RACE!!Total population!!One race!!Asian"
"DP05_0044PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian"
"DP05_0044PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian"
"DP05_0044PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian"
"DP05_0045PE","Percent!!RACE!!Total population!!One race!!Asian!!Asian Indian"
"DP05_0045PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Asian Indian"
"DP05_0045PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Asian Indian"
"DP05_0045PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Asian Indian"
"DP05_0046PE","Percent!!RACE!!Total population!!One race!!Asian!!Chinese"
"DP05_0046PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Chinese"
"DP05_0046PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Chinese"
"DP05_0046PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Chinese"
"DP05_0047PE","Percent!!RACE!!Total population!!One race!!Asian!!Filipino"
"DP05_0047PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Filipino"
"DP05_0047PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Filipino"
"DP05_0047PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Filipino"
"DP05_0048PE","Percent!!RACE!!Total population!!One race!!Asian!!Japanese"
"DP05_0048PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Japanese"
"DP05_0048PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Japanese"
"DP05_0048PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Japanese"
"DP05_0049PE","Percent!!RACE!!Total population!!One race!!Asian!!Korean"
"DP05_0049PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Korean"
"DP05_0049PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Korean"
"DP05_0049PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Korean"
"DP05_0050PE","Percent!!RACE!!Total population!!One race!!Asian!!Vietnamese"
"DP05_0050PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Vietnamese"
"DP05_0050PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Vietnamese"
"DP05_0050PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Vietnamese"
"DP05_0051PE","Percent!!RACE!!Total population!!One race!!Asian!!Other Asian"
"DP05_0051PM","Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Other Asian"
"DP05_0051PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Asian!!Other Asian"
"DP05_0051PEA","Annotation of Percent!!RACE!!Total population!!One race!!Asian!!Other Asian"
"DP05_0052PE","Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander"
"DP05_0052PEA","Annotation of Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander"
"DP05_0052PM","Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander"
"DP05_0052PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander"
"DP05_0053PE","Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian"
"DP05_0053PM","Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian"
"DP05_0053PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian"
"DP05_0053PEA","Annotation of Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian"
"DP05_0054PE","Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro"
"DP05_0054PEA","Annotation of Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro"
"DP05_0054PM","Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro"
"DP05_0054PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro"
"DP05_0055PE","Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan"
"DP05_0055PEA","Annotation of Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan"
"DP05_0055PM","Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan"
"DP05_0055PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan"
"DP05_0056PE","Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander"
"DP05_0056PM","Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander"
"DP05_0056PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander"
"DP05_0056PEA","Annotation of Percent!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander"
"DP05_0057PE","Percent!!RACE!!Total population!!One race!!Some other race"
"DP05_0057PEA","Annotation of Percent!!RACE!!Total population!!One race!!Some other race"
"DP05_0057PM","Percent Margin of Error!!RACE!!Total population!!One race!!Some other race"
"DP05_0057PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!One race!!Some other race"
"DP05_0058PE","Percent!!RACE!!Total population!!Two or more races"
"DP05_0058PEA","Annotation of Percent!!RACE!!Total population!!Two or more races"
"DP05_0058PM","Percent Margin of Error!!RACE!!Total population!!Two or more races"
"DP05_0058PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!Two or more races"
"DP05_0059PE","Percent!!RACE!!Total population!!Two or more races!!White and Black or African American"
"DP05_0059PM","Percent Margin of Error!!RACE!!Total population!!Two or more races!!White and Black or African American"
"DP05_0059PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!Two or more races!!White and Black or African American"
"DP05_0059PEA","Annotation of Percent!!RACE!!Total population!!Two or more races!!White and Black or African American"
"DP05_0060PE","Percent!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native"
"DP05_0060PEA","Annotation of Percent!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native"
"DP05_0060PM","Percent Margin of Error!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native"
"DP05_0060PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native"
"DP05_0061PE","Percent!!RACE!!Total population!!Two or more races!!White and Asian"
"DP05_0061PM","Percent Margin of Error!!RACE!!Total population!!Two or more races!!White and Asian"
"DP05_0061PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!Two or more races!!White and Asian"
"DP05_0061PEA","Annotation of Percent!!RACE!!Total population!!Two or more races!!White and Asian"
"DP05_0062PE","Percent!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native"
"DP05_0062PEA","Annotation of Percent!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native"
"DP05_0062PM","Percent Margin of Error!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native"
"DP05_0062PMA","Annotation of Percent Margin of Error!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native"
"DP05_0063PE","Percent!!Race alone or in combination with one or more other races!!Total population"
"DP05_0063PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population"
"DP05_0063PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population"
"DP05_0063PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population"
"DP05_0064PE","Percent!!Race alone or in combination with one or more other races!!Total population!!White"
"DP05_0064PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!White"
"DP05_0064PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!White"
"DP05_0064PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!White"
"DP05_0065PE","Percent!!Race alone or in combination with one or more other races!!Total population!!Black or African American"
"DP05_0065PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Black or African American"
"DP05_0065PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Black or African American"
"DP05_0065PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!Black or African American"
"DP05_0066PE","Percent!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native"
"DP05_0066PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native"
"DP05_0066PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native"
"DP05_0066PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native"
"DP05_0067PE","Percent!!Race alone or in combination with one or more other races!!Total population!!Asian"
"DP05_0067PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Asian"
"DP05_0067PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Asian"
"DP05_0067PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!Asian"
"DP05_0068PE","Percent!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander"
"DP05_0068PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander"
"DP05_0068PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander"
"DP05_0068PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander"
"DP05_0069PE","Percent!!Race alone or in combination with one or more other races!!Total population!!Some other race"
"DP05_0069PEA","Annotation of Percent!!Race alone or in combination with one or more other races!!Total population!!Some other race"
"DP05_0069PM","Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Some other race"
"DP05_0069PMA","Annotation of Percent Margin of Error!!Race alone or in combination with one or more other races!!Total population!!Some other race"
"DP05_0070PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population"
"DP05_0070PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population"
"DP05_0070PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population"
"DP05_0070PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population"
"DP05_0071PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)"
"DP05_0071PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)"
"DP05_0071PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)"
"DP05_0071PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)"
"DP05_0072PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican"
"DP05_0072PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican"
"DP05_0072PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican"
"DP05_0072PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican"
"DP05_0073PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican"
"DP05_0073PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican"
"DP05_0073PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican"
"DP05_0073PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican"
"DP05_0074PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban"
"DP05_0074PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban"
"DP05_0074PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban"
"DP05_0074PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban"
"DP05_0075PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino"
"DP05_0075PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino"
"DP05_0075PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino"
"DP05_0075PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino"
"DP05_0076PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino"
"DP05_0076PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino"
"DP05_0076PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino"
"DP05_0076PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino"
"DP05_0077PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone"
"DP05_0077PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone"
"DP05_0077PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone"
"DP05_0077PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone"
"DP05_0078PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone"
"DP05_0078PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone"
"DP05_0078PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone"
"DP05_0078PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone"
"DP05_0079PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone"
"DP05_0079PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone"
"DP05_0079PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone"
"DP05_0079PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone"
"DP05_0080PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone"
"DP05_0080PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone"
"DP05_0080PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone"
"DP05_0080PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone"
"DP05_0081PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone"
"DP05_0081PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone"
"DP05_0081PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone"
"DP05_0081PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone"
"DP05_0082PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone"
"DP05_0082PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone"
"DP05_0082PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone"
"DP05_0082PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone"
"DP05_0083PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races"
"DP05_0083PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races"
"DP05_0083PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races"
"DP05_0083PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races"
"DP05_0084PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race"
"DP05_0084PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race"
"DP05_0084PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race"
"DP05_0084PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race"
"DP05_0085PE","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
"DP05_0085PEA","Annotation of Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
"DP05_0085PM","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
"DP05_0085PMA","Annotation of Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
"DP05_0086PE","Percent!!Total housing units"
"DP05_0086PM","Percent Margin of Error!!Total housing units"
"DP05_0086PMA","Annotation of Percent Margin of Error!!Total housing units"
"DP05_0086PEA","Annotation of Percent!!Total housing units"
"DP05_0087PE","Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
"DP05_0087PEA","Annotation of Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
"DP05_0087PM","Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
"DP05_0087PMA","Annotation of Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population"
"DP05_0088PE","Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
"DP05_0088PEA","Annotation of Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
"DP05_0088PM","Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
"DP05_0088PMA","Annotation of Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male"
"DP05_0089PE","Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"DP05_0089PM","Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"DP05_0089PMA","Annotation of Percent Margin of Error!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"DP05_0089PEA","Annotation of Percent!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
